OBJECTID,Network,Bikeway,Street,From_,To_,Shape_Leng,Install_Date,Region,Bikeway_Type,Datasource_DT
6917,,Sharrowed Route,WILMINGTON AVE,112TH ST,113TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6918,,Sharrowed Route,WILMINGTON AVE,104TH ST,105TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6919,,Sharrowed Route,WILMINGTON AVE,110TH ST,111TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6920,,Sharrowed Route,WILMINGTON AVE,105TH ST,106TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6921,,Sharrowed Route,WILMINGTON AVE,111TH ST,112TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6922,,Sharrowed Route,WILMINGTON AVE,109TH PL,110TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6923,,Sharrowed Route,WILMINGTON AVE,111TH ST,112TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6924,,Sharrowed Route,WILMINGTON AVE,109TH ST,109TH PL,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6925,,Sharrowed Route,WILMINGTON AVE,113TH ST,114TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6926,,Sharrowed Route,WILMINGTON AVE,114TH ST,WILLOWBROOK AV,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6927,,Sharrowed Route,WILMINGTON AVE,106TH ST,107TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6928,,Sharrowed Route,WILMINGTON AVE,114TH ST,IMPERIAL HY,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6929,,Sharrowed Route,WILMINGTON AVE,SANTA ANA BL NORTH,SANTA ANA BL SOUTH/108TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6930,,Sharrowed Route,WILMINGTON AVE,109TH PL,110TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6931,,Sharrowed Route,WILMINGTON AVE,107TH ST,SANTA ANA BL NORTH,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6932,,Sharrowed Route,WILMINGTON AVE,SANTA ANA BL NORTH,SANTA ANA BL SOUTH/108TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6933,,Sharrowed Route,WILMINGTON AVE,WILLOWBROOK AV,114TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6934,,Sharrowed Route,WILMINGTON AVE,SANTA ANA BL SOUTH/108TH ST,109TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6935,,Sharrowed Route,WILMINGTON AVE,106TH ST,107TH ST,,2018/07/02 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6936,,Lane,BELLEVUE AVE,WEST EDGEWARE RD,LAVETA TE,,2022/06/12 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6937,,Lane,BELLEVUE AVE,WEST KENSINGTON RD,ECHO PARK AV,,2022/06/12 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6938,,Lane,BELLEVUE AVE,DOUGLAS ST,WEST EDGEWARE RD,,2022/06/12 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6939,,Lane,BELLEVUE AVE,EAST EDGEWARE RD,DOUGLAS ST,,2022/06/12 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6940,,Lane,BELLEVUE AVE,LAVETA TE,WEST KENSINGTON RD,,2022/06/12 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6941,,Sharrowed Route,BELLEVUE AVE,ECHO PARK AV,GLENDALE BL,,2022/06/12 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6942, ,Sharrowed Route,NEPTUNE AV,ANAHEIM ST,G ST,,2022/06/24 00:00:00+00,Harbor,Sharrowed Route,2023/10/17 00:00:00+00
6943, ,Sharrowed Route,NEPTUNE AV,G ST,F ST,,2022/06/24 00:00:00+00,Harbor,Sharrowed Route,2023/10/17 00:00:00+00
6944, ,Sharrowed Route,NEPTUNE AV,F ST,E ST,,2022/06/24 00:00:00+00,Harbor,Sharrowed Route,2023/10/17 00:00:00+00
6945, ,Sharrowed Route,NEPTUNE AV,E ST,D ST,,2022/06/24 00:00:00+00,Harbor,Sharrowed Route,2023/10/17 00:00:00+00
6946, ,Sharrowed Route,NEPTUNE AV,D ST,C ST,,2022/06/24 00:00:00+00,Harbor,Sharrowed Route,2023/10/17 00:00:00+00
6947,,Protected Bike Lane,6TH ST,LOS ANGELES RIVER/WHITTIER BL,MATEO ST,,2022/07/11 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6948,,Protected Bike Lane,WHITTIER BLVD,605' W/O BOYLE AV,LOS ANGELES RIVER/6TH ST,,2022/07/11 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6949,,Protected Bike Lane,6TH ST,LOS ANGELES RIVER/WHITTIER BL,MATEO ST,,2022/07/11 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6950,,Protected Bike Lane,WHITTIER BLVD,605' W/O BOYLE AV,LOS ANGELES RIVER/6TH ST,,2022/07/11 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6951,,Protected Bike Lane,WHITTIER BLVD,605' W/O BOYLE AV,LOS ANGELES RIVER/6TH ST,,2022/07/11 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6952,,Protected Bike Lane,6TH ST,LOS ANGELES RIVER/WHITTIER BL,MATEO ST,,2022/07/11 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6953,,Protected Bike Lane,WHITTIER BLVD,605' W/O BOYLE AV,LOS ANGELES RIVER/6TH ST,,2022/07/11 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6954,,Protected Bike Lane,6TH ST,LOS ANGELES RIVER/WHITTIER BL,MATEO ST,,2022/07/11 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6955,,Protected Bike Lane,NORTH SPRING ST,AVENUE 18/NORTH BROADWAY,AURORA ST,,2022/07/25 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6956,,Protected Bike Lane,NORTH SPRING ST,AURORA ST,WILHARDT ST,,2022/07/25 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6957,,Protected Bike Lane,NORTH SPRING ST,AVENUE 18/NORTH BROADWAY,AURORA ST,,2022/07/25 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6958,,Protected Bike Lane,NORTH SPRING ST,AVENUE 18/NORTH BROADWAY,AURORA ST,,2022/07/25 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6959,,Lane,NORTH BROADWAY,AVENUE 19,AVENUE 18,,2022/07/25 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6960,,Sharrowed Route,NORTH BROADWAY,AVENUE 19,AVENUE 18,,2022/07/25 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6961,,Path,LA River Path,Kester Ave ,Sepulveda Blvd,,2015/07/15 00:00:00+00,,Path,2023/10/17 00:00:00+00
6962,,Path,LA River Path,Whitsett Ave,Coldwater Canyon Ave,,2020/01/13 00:00:00+00,,Path,2023/10/17 00:00:00+00
6963, ,Sharrowed Route,GRIFFIN AV,AVENUE 31,AVENUE 28,,,North Central,Sharrowed Route,2023/10/17 00:00:00+00
6964,,Lane,CRENSHAW BLVD,52ND ST,54TH ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6965,,Lane,CRENSHAW BLVD,57TH ST,SLAUSON AV,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6966,,Lane,CRENSHAW BLVD,WESTMOUNT AV,CRENSHAW BL 2ND W SERV RD,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6967,,Lane,CRENSHAW BLVD,54TH ST,57TH ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6968,,Lane,CRENSHAW BLVD,CRENSHAW BL 2ND W SERV RD,52ND ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6969,,Lane,CRENSHAW BLVD,48TH ST,50TH ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6970,,Lane,CRENSHAW BLVD,48TH ST,WESTMOUNT AV,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6971,,Lane,CRENSHAW BLVD,52ND ST,54TH ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6972,,Lane,CRENSHAW BLVD,46TH ST,48TH ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6973,,Lane,CRENSHAW BLVD,58TH PL,59TH ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6974,,Lane,CRENSHAW BLVD,SLAUSON AV,58TH PL,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6975,,Lane,CRENSHAW BLVD,50TH ST,52ND ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6976,,Lane,CRENSHAW BLVD,54TH ST,57TH ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6977,,Lane,CRENSHAW BLVD,57TH ST,SLAUSON AV,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6978,,Lane,CRENSHAW BLVD,VERNON AV,46TH ST,,2022/01/30 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6979,,Sharrowed Route,SLAUSON AVE,BRADSON PL,D/E S/O,,2022/04/08 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
6980,,Lane,HAZELTINE AVE,CALIFA ST,EMELITA ST,,2022/08/23 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6981,,Lane,HAZELTINE AVE,TIARA ST,CALIFA ST,,2022/08/23 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6982,,Lane,HAZELTINE AVE,COLLINS ST,BURBANK BL,,2022/08/23 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6983,,Lane,HAZELTINE AVE,OXNARD ST,TIARA ST,,2022/08/23 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6984,,Lane,HAZELTINE AVE,EMELITA ST,HATTERAS ST,,2022/08/23 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6985,,Lane,HAZELTINE AVE,HATTERAS ST,COLLINS ST,,2022/08/23 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6986,,Lane,CENTURY BLVD,Lou Dillion Ave-CL,Grape St,,2018/09/26 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6987,,Lane,CHATSWORTH ST,MELVIN AV,CORBIN AV,,2022/09/15 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6988,,Lane,CHATSWORTH ST,TAMPA AV,MELVIN AV,,2022/09/15 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6989,,Lane,CHATSWORTH ST,MELVIN AV,CORBIN AV,,2022/09/15 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6990,,Lane,CHATSWORTH ST,TAMPA AV,MELVIN AV,,2022/09/15 00:00:00+00,,Lane,2023/10/17 00:00:00+00
6991, ,Lane,1ST ST,MISSION RD,VIGNES ST,,2022/11/20 00:00:00+00,North Central,Lane,2023/10/17 00:00:00+00
6992, ,Protected Bike Lane,1ST ST,MISSION RD,VIGNES ST,,2022/04/15 00:00:00+00,Central,Protected Bike Lane,2023/10/17 00:00:00+00
6993, ,Protected Bike Lane,1ST ST,MISSION RD,VIGNES ST,,2022/04/15 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
6994, ,Lane,1ST ST,MISSION RD,VIGNES ST,,2022/04/15 00:00:00+00,North Central,Lane,2023/10/17 00:00:00+00
6995, ,Lane,1ST ST,MISSION RD,VIGNES ST,,2022/04/15 00:00:00+00,North Central,Lane,2023/10/17 00:00:00+00
6996,,Protected Bike Lane,3RD ST,LOS ANGELES ST,WERDIN PL,,2022/09/26 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6997,,Protected Bike Lane,3RD ST,SAN PEDRO ST,WALL ST,,2022/09/26 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6998,,Protected Bike Lane,3RD ST,WERDIN PL,MAIN ST,,2022/09/26 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
6999,,Protected Bike Lane,3RD ST,WALL ST,LOS ANGELES ST,,2022/09/26 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7000, ,Lane,WILSHIRE BL,MANNING AV,SELBY AV,,2016/08/03 00:00:00+00,West Los Angeles,Lane,2023/10/17 00:00:00+00
7001, ,Lane,WILSHIRE BL,WESTHOLME AV,MANNING AV,,2016/08/03 00:00:00+00,West Los Angeles,Lane,2023/10/17 00:00:00+00
7002, ,Lane,WILSHIRE BL,WARNER AV,THAYER AV,,2016/08/03 00:00:00+00,West Los Angeles,Lane,2023/10/17 00:00:00+00
7003,,Protected Bike Lane,6TH ST,ALAMEDA ST,CENTRAL AV,,2022/08/22 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7004,,Lane,6TH ST,MILL ST,ALAMEDA ST,,2022/08/22 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7005,,Protected Bike Lane,6TH ST,ALAMEDA ST,CENTRAL AV,,2022/08/22 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7006,,Lane,6TH ST,MATEO ST,MILL ST,,2022/08/22 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7007,,Lane,6TH ST,MATEO ST,MILL ST,,2022/08/22 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7008,,Protected Bike Lane,CENTRAL AVE,5TH ST,CERES AV,,2022/08/22 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7009,,Protected Bike Lane,CENTRAL AVE,CERES AV,6TH ST,,2022/08/27 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7010, ,Protected Bike Lane,1ST ST,ROSE ST,ALAMEDA ST,,2022/04/15 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7011, ,Protected Bike Lane,1ST ST,HEWITT ST,ROSE ST,,2022/04/15 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7012, ,Protected Bike Lane,1ST ST,GAREY ST,HEWITT ST,,2022/04/15 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7013,,Lane,MAJOR ST,MESMER AV,CENTINELA AV,,2022/10/12 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7014,,Protected Bike Lane,MISSION ROAD,5TH ST,180' S/O 5TH ST,,2022/07/10 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7015,,Protected Bike Lane,MISSION ROAD,180' S/O 5TH ST,WILLOW ST,,2022/07/10 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7016,,Protected Bike Lane,MISSION ROAD,WILLOW ST,6TH ST,,2022/07/10 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7017,,Protected Bike Lane,MISSION ROAD,4TH ST S SERV RD,5TH ST,,2022/07/10 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7018,,Lane,MISSION ROAD,4TH ST N SERV RD,4TH ST S SERV RD,,2022/04/13 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7019,,Lane,MISSION ROAD,4TH ST N SERV RD,4TH ST S SERV RD,,2022/04/13 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7020,,Path,Mission Rd ,1st st ,Jesse St,,2022/08/27 00:00:00+00,,Path,2023/10/17 00:00:00+00
7021,,Protected Bike Lane,SAN VICENTE BLVD,SIERRA BONITA AV,CURSON AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7022,,Protected Bike Lane,SAN VICENTE BLVD,HAUSER BL,MASSELIN AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7023,,Protected Bike Lane,SAN VICENTE BLVD,COCHRAN AV,DUNSMUIR AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7024,,Protected Bike Lane,SAN VICENTE BLVD,BURNSIDE AV,RIDGELEY DR,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7025,,Protected Bike Lane,SAN VICENTE BLVD,COCHRAN AV,HAUSER BL,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7026,,Protected Bike Lane,SAN VICENTE BLVD,MEADOWBROOK AV,CLOVERDALE AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7027,,Protected Bike Lane,SAN VICENTE BLVD,REDONDO BL,MEADOWBROOK AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7028,,Protected Bike Lane,SAN VICENTE BLVD,MASSELIN AV,SIERRA BONITA AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7029,,Protected Bike Lane,SAN VICENTE BLVD,CLOVERDALE AV,COCHRAN AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7030,,Protected Bike Lane,SAN VICENTE BLVD,MEADOWBROOK AV,CLOVERDALE AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7031,,Protected Bike Lane,SAN VICENTE BLVD,MASSELIN AV,CURSON AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7032,,Protected Bike Lane,SAN VICENTE BLVD,DUNSMUIR AV,BURNSIDE AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7033,,Protected Bike Lane,SAN VICENTE BLVD,MASSELIN AV,CURSON AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7034,,Protected Bike Lane,SAN VICENTE BLVD,HAUSER BL,CARMONA AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7035,,Protected Bike Lane,SAN VICENTE BLVD,CARMONA AV,MASSELIN AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7036,,Protected Bike Lane,SAN VICENTE BLVD,RIDGELEY DR,HAUSER BL,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7037,,Protected Bike Lane,SAN VICENTE BLVD,HAUSER BL,MASSELIN AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7038,,Protected Bike Lane,SAN VICENTE BLVD,REDONDO BL,MEADOWBROOK AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7039,,Protected Bike Lane,SAN VICENTE BLVD,CLOVERDALE AV,COCHRAN AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7040,,Protected Bike Lane,SAN VICENTE BLVD,CURSON AV,GENESEE AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7041,,Protected Bike Lane,SAN VICENTE BLVD,CURSON AV,GENESEE AV,,2022/10/24 00:00:00+00,,Protected Bike Lane,2023/10/17 00:00:00+00
7042,Backbone,Lane,CHANDLER BL,SYLMAR AV,VAN NUYS BL,,2005/01/01 00:00:00+00,East Valley,Lane,2023/10/17 00:00:00+00
7043,,Lane,LOS ANGELES ST,1ST ST,2ND ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7044,,Lane,CENTER ST,COMMERCIAL ST,DUCOMMUN ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7045,,Lane,CENTER ST,TEMPLE ST,BANNING ST/SANTA FE AV,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7046,,Lane,CENTER ST,JACKSON ST,TEMPLE ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7047,,Lane,CENTER ST,SANTA ANA FY,COMMERCIAL ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7048,,Lane,CENTER ST,DUCOMMUN ST,JACKSON ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7049,,Lane,CENTER ST,RAMIREZ ST,SANTA ANA FY,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7050,,Lane,RAMIREZ ST,VIGNES ST,CENTER ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7051,,Lane,SANTA FE AVE,3RD ST,MATEO ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7052,,Lane,SANTA FE AVE,1ST ST,2ND ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7053,,Lane,SANTA FE AVE,BANNING ST/CENTER ST,1ST ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7054,,Lane,SANTA FE AVE,2ND ST,3RD ST,,2022/11/08 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7055, ,Lane,1ST ST,MISSION RD,VIGNES ST,,2013/04/01 00:00:00+00,North Central,Lane,2023/10/17 00:00:00+00
7056, ,Lane,1ST ST,MISSION RD,VIGNES ST,,2022/04/15 00:00:00+00,North Central,Lane,2023/10/17 00:00:00+00
7057, ,Protected Bike Lane,1ST ST,VIGNES ST,GAREY ST,,2022/04/15 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7058,Neighborhood,Protected Bike Lane,AVENUE 19,PASADENA AV,BARRANCA ST,,2022/11/20 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7059,,Protected Bike Lane,AVENUE 19,PASADENA FY,SAN FERNANDO RD,,2022/11/20 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7060,,Protected Bike Lane,AVENUE 19,PASADENA FY,SAN FERNANDO RD,,2022/11/20 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7061,,Protected Bike Lane,AVENUE 19,PASADENA FY,SAN FERNANDO RD,,2022/11/20 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7062,,Protected Bike Lane,AVENUE 19,PASADENA FY,SAN FERNANDO RD,,2022/11/20 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7063,,Protected Bike Lane,AVENUE 19,PASADENA FY,SAN FERNANDO RD,,2022/11/20 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7064,,Buffer Bike Lane,AVENUE 19,HUMBOLDT ST,PASADENA FY,,2022/11/20 00:00:00+00,North Central,Buffer Bike Lane,2023/10/17 00:00:00+00
7065,,Protected Bike Lane,AVENUE 19,HUMBOLDT ST,PASADENA FY,,2022/11/20 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7066,Neighborhood,Protected Bike Lane,AVENUE 19,BARRANCA ST,HUMBOLDT ST,,2022/11/20 00:00:00+00,North Central,Protected Bike Lane,2023/10/17 00:00:00+00
7067,,Sharrowed Route,BRADDOCK DR,SLAUSON AV,MARIONWOOD DR,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7068,,Sharrowed Route,BRADDOCK DR,COOLIDGE AV,SLAUSON AV,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7069,,Sharrowed Route,BRADDOCK DR,MARSHALL DR,CAMPBELL DR,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7070,,Sharrowed Route,BRADDOCK DR,PURDUE AV,BERRYMAN AV,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7071,,Sharrowed Route,BRADDOCK DR,SANFORD DR,MARSHALL DR,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7072,,Sharrowed Route,BRADDOCK DR,BERRYMAN AV,BERRYMAN AV,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7073,,Sharrowed Route,BRADDOCK DR,MARIONWOOD DR,STONER AV,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7074,,Sharrowed Route,BRADDOCK DR,STONER AV,INGLEWOOD BL,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7075,,Sharrowed Route,BRADDOCK DR,INGLEWOOD BL,LINDBLADE DR,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7076,,Sharrowed Route,BRADDOCK DR,INGLEWOOD BL,LINDBLADE DR,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7077,,Sharrowed Route,BRADDOCK DR,MARSHALL DR,MARSHALL DR,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7078,,Sharrowed Route,BRADDOCK DR,CAMPBELL DR,CENTINELA AV,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7079,,Sharrowed Route,BRADDOCK DR,LINDBLADE DR,SANFORD DR,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7080,,Sharrowed Route,BRADDOCK DR,BERRYMAN AV,COOLIDGE AV,,2022/11/21 00:00:00+00,,Sharrowed Route,2023/10/17 00:00:00+00
7081,,Sharrowed Route,HATTERAS ST,FALLBROOK AV,WOODLAKE AV,,2014/02/18 00:00:00+00,West Valley,Sharrowed Route,2023/10/17 00:00:00+00
7082,,Buffer Bike Lane,WHITE OAK AVE,PLUMMER ST,GLEDHILL ST,,2021/02/02 00:00:00+00,,Buffer Bike Lane,2023/10/17 00:00:00+00
7083,,Buffer Bike Lane,WHITE OAK AVE,VINCENNES ST,PRAIRIE ST,,2021/02/02 00:00:00+00,,Buffer Bike Lane,2023/10/17 00:00:00+00
7084,,Buffer Bike Lane,WHITE OAK AVE,GLEDHILL ST,VINCENNES ST,,2021/02/02 00:00:00+00,,Buffer Bike Lane,2023/10/17 00:00:00+00
7085,,Lane,WHITE OAK AVE,PRAIRIE ST,NORDHOFF ST,,2021/02/02 00:00:00+00,,Lane,2023/10/17 00:00:00+00
7086,,Buffer Bike Lane,FOOTHILL BLVD,TYLER ST,BLEDSOE ST,,2023/01/23 00:00:00+00,,Buffer Bike Lane,2023/10/17 00:00:00+00
7087,,Buffer Bike Lane,FOOTHILL BLVD,TYLER ST,BLEDSOE ST,,2023/01/23 00:00:00+00,,Buffer Bike Lane,2023/10/17 00:00:00+00
7088,,Buffer Bike Lane,FOOTHILL BLVD,POLK ST,TYLER ST,,2023/01/23 00:00:00+00,,Buffer Bike Lane,2023/10/17 00:00:00+00
7089,NEN,Bicycle Friendly Street,42ND ST,HOOVER ST,MENLO AV,,2023/02/04 00:00:00+00,,Bicycle Friendly Street,2023/10/17 00:00:00+00
7090,NEN,Bicycle Friendly Street,42ND ST,MENLO AV,VERMONT AV,,2023/02/04 00:00:00+00,,Bicycle Friendly Street,2023/10/17 00:00:00+00
